07205,"961  ","9610973","ﾌｸｼﾏｹﾝ","ｼﾗｶﾜｼ","ｷﾀﾉﾎﾞﾘﾏﾁ","福島県","白河市","北登リ町",0,0,0,0,2,6
07205,"961  ","9610962","ﾌｸｼﾏｹﾝ","ｼﾗｶﾜｼ","ﾉﾎﾞﾘﾏﾁ","福島県","白河市","登リ町",0,0,0,0,2,6
07205,"961  ","9610851","ﾌｸｼﾏｹﾝ","ｼﾗｶﾜｼ","ﾐﾅﾐﾉﾎﾞﾘﾏﾁ","福島県","白河市","南登リ町",0,0,0,0,2,6
14116,"245  ","2450003","ｶﾅｶﾞﾜｹﾝ","ﾖｺﾊﾏｼｲｽﾞﾐｸ","ｵｶﾂﾞﾁｮｳ","神奈川県","横浜市泉区","岡津町",0,0,0,0,2,6
14215,"24304","2430402","ｶﾅｶﾞﾜｹﾝ","ｴﾋﾞﾅｼ","ｶｼﾜｶﾞﾔ","神奈川県","海老名市","柏ケ谷",0,0,0,0,2,6
15108,"953  ","9530067","ﾆｲｶﾞﾀｹﾝ","ﾆｲｶﾞﾀｼﾆｼｶﾝｸ","ｶﾞﾀｶﾞｼﾗ","新潟県","新潟市西蒲区","潟頭",0,0,0,0,2,6
46201,"89112","8911275","ｶｺﾞｼﾏｹﾝ","ｶｺﾞｼﾏｼ","ｶﾜｶﾐﾁｮｳ(3649､3661､3667､3669-4､3671､3672､3","鹿児島県","鹿児島市","川上町（３６４９、３６６１、３６６７、３６６９－４、３６７１、３６７２、３",1,0,0,0,2,6
46201,"89112","8911275","ｶｺﾞｼﾏｹﾝ","ｶｺﾞｼﾏｼ","674､3701､3704､3723-3､4128､4132､4133､4","鹿児島県","鹿児島市","６７４、３７０１、３７０４、３７２３－３、４１２８、４１３２、４１３３、４",1,0,0,0,2,6
46201,"89112","8911275","ｶｺﾞｼﾏｹﾝ","ｶｺﾞｼﾏｼ","138､4203､4209､4215､4236-1､4238､4241､4","鹿児島県","鹿児島市","１３８、４２０３、４２０９、４２１５、４２３６－１、４２３８、４２４１、４",1,0,0,0,2,6
46201,"89112","8911275","ｶｺﾞｼﾏｹﾝ","ｶｺﾞｼﾏｼ","242､4244ﾊﾞﾝﾁ)","鹿児島県","鹿児島市","２４２、４２４４番地）",1,0,0,0,2,6
